3,17;
3,61;
3,41;
3,16;
3,23;
2,72;
3,6;
2,39;
3,58;
2,91;
3,63;
3,6;
2,41;
3,59;
2,38;
3,59;
2,42;
3,62;
3,59;
2,41;
3,63;
2,63;
3,44;
2,83;
3,11;
3,21;
2,73;
3,61;
2,54;
3,41;
2,92;
3,03;
3,33;
2,62;
3,62;
2,67;
3,26;
3,03;
2,96;
3,59;
2,41;
3,55;
3,58;
3,02;
2,99;
3,47;
2,53;
3,59;
2,38;
3,61;
