0.01;
0.08;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.01;
0.08;
0.09;
0.02;
0.01;
0.01;
0.01;
0.01;
0.02;
