69,41;
79,5;
76,12;
80,84;
82,77;
88,15;
88,42;
83,1;
89,09;
90,91;
80,87;
87,47;
91,39;
91,17;
96,45;
69,41;
76,81;
88,31;
89,32;
92,23;
92,51;
94,82;
92,85;
92,31;
84,94;
89,73;
106,49;
101,39;
97,11;
98,09;
99,42;
87,27;
84,29;
92,16;
93,76;
94,36;
97,57;
72,6;
81,32;
91,5;
90,59;
83,23;
90,49;
76,72;
81,25;
76,91;
82,83;
91,88;
105,5;
101,31;
