2,41;
3,61;
2,4;
3,59;
2,38;
3,59;
2,5;
3,44;
2,91;
3,11;
3,6;
2,44;
3,67;
2,81;
3,15;
3,27;
2,77;
4,22;
3,49;
3,13;
4,24;
2,96;
3,65;
4,31;
2,7;
3,98;
3,77;
2,85;
4,21;
3,18;
3,37;
4,19;
2,67;
3,94;
3,68;
2,86;
4,19;
3,14;
3,45;
4,19;
2,67;
3,97;
3,73;
2,85;
4,2;
3,17;
2,8;
3,57;
3,62;
2,85;
