1,73;
2,47;
2,14;
2,64;
2,03;
2,85;
1,78;
1,73;
2,91;
1,71;
2,49;
2,12;
1,72;
2,92;
1,73;
2,95;
1,71;
2,92;
1,71;
2,48;
2,14;
1,71;
2,92;
1,71;
2,16;
3,05;
1,71;
2,35;
2,26;
2,47;
2,13;
1,78;
2,95;
1,72;
2,94;
1,74;
3,5;
1,71;
3,25;
1,98;
2,81;
2,42;
2,38;
2,86;
1,93;
3,3;
1,71;
3,38;
1,83;
2,9;
