INSTANCE 				 NODES 		 SEED 		 METHOD 	 DSIZE 
graph500-02.txt 		 500 		 21244 		 g 			 1
graph500-02.txt 		 500 		 11509 		 g 			 1
graph500-02.txt 		 500 		 15428 		 g 			 1
graph500-02.txt 		 500 		 18596 		 g 			 1
graph500-02.txt 		 500 		 9845 		 g 			 1
graph500-02.txt 		 500 		 30854 		 g 			 1
graph500-02.txt 		 500 		 10354 		 g 			 1
graph500-02.txt 		 500 		 26181 		 g 			 1
graph500-02.txt 		 500 		 18368 		 g 			 1
graph500-02.txt 		 500 		 13645 		 g 			 1
graph500-02.txt 		 500 		 4533 		 g 			 1
graph500-02.txt 		 500 		 16696 		 g 			 1
graph500-02.txt 		 500 		 29658 		 g 			 1
graph500-02.txt 		 500 		 8199 		 g 			 1
graph500-02.txt 		 500 		 32671 		 g 			 1
graph500-02.txt 		 500 		 9977 		 g 			 1
graph500-02.txt 		 500 		 29578 		 g 			 1
graph500-02.txt 		 500 		 7229 		 g 			 1
graph500-02.txt 		 500 		 18247 		 g 			 1
graph500-02.txt 		 500 		 14880 		 g 			 1
graph500-02.txt 		 500 		 26784 		 g 			 1
graph500-02.txt 		 500 		 6491 		 g 			 1
graph500-02.txt 		 500 		 27318 		 g 			 1
graph500-02.txt 		 500 		 6634 		 g 			 1
graph500-02.txt 		 500 		 10894 		 g 			 1
graph500-02.txt 		 500 		 2093 		 g 			 1
graph500-02.txt 		 500 		 3988 		 g 			 1
graph500-02.txt 		 500 		 28900 		 g 			 1
graph500-02.txt 		 500 		 11516 		 g 			 1
graph500-02.txt 		 500 		 1402 		 g 			 1
graph500-02.txt 		 500 		 12679 		 g 			 1
graph500-02.txt 		 500 		 22438 		 g 			 1
graph500-02.txt 		 500 		 3075 		 g 			 1
graph500-02.txt 		 500 		 16483 		 g 			 1
graph500-02.txt 		 500 		 22361 		 g 			 1
graph500-02.txt 		 500 		 15509 		 g 			 1
graph500-02.txt 		 500 		 11233 		 g 			 1
graph500-02.txt 		 500 		 2461 		 g 			 1
graph500-02.txt 		 500 		 22920 		 g 			 1
graph500-02.txt 		 500 		 5552 		 g 			 1
graph500-02.txt 		 500 		 10875 		 g 			 1
graph500-02.txt 		 500 		 4999 		 g 			 1
graph500-02.txt 		 500 		 8919 		 g 			 1
graph500-02.txt 		 500 		 1150 		 g 			 1
graph500-02.txt 		 500 		 14694 		 g 			 1
graph500-02.txt 		 500 		 492 		 g 			 1
graph500-02.txt 		 500 		 26755 		 g 			 1
graph500-02.txt 		 500 		 7918 		 g 			 1
graph500-02.txt 		 500 		 25552 		 g 			 1
graph500-02.txt 		 500 		 16278 		 g 			 1
graph500-02.txt 		 500 		 32145 		 a 			 1
graph500-02.txt 		 500 		 3543 		 a 			 1
graph500-02.txt 		 500 		 17675 		 a 			 1
graph500-02.txt 		 500 		 13082 		 a 			 1
graph500-02.txt 		 500 		 4514 		 a 			 1
graph500-02.txt 		 500 		 21761 		 a 			 1
graph500-02.txt 		 500 		 21641 		 a 			 1
graph500-02.txt 		 500 		 4736 		 a 			 1
graph500-02.txt 		 500 		 15570 		 a 			 1
graph500-02.txt 		 500 		 14374 		 a 			 1
graph500-02.txt 		 500 		 8228 		 a 			 1
graph500-02.txt 		 500 		 20018 		 a 			 1
graph500-02.txt 		 500 		 21976 		 a 			 1
graph500-02.txt 		 500 		 5787 		 a 			 1
graph500-02.txt 		 500 		 16842 		 a 			 1
graph500-02.txt 		 500 		 24284 		 a 			 1
graph500-02.txt 		 500 		 28471 		 a 			 1
graph500-02.txt 		 500 		 15602 		 a 			 1
graph500-02.txt 		 500 		 23558 		 a 			 1
graph500-02.txt 		 500 		 25897 		 a 			 1
graph500-02.txt 		 500 		 6594 		 a 			 1
graph500-02.txt 		 500 		 13742 		 a 			 1
graph500-02.txt 		 500 		 32573 		 a 			 1
graph500-02.txt 		 500 		 15470 		 a 			 1
graph500-02.txt 		 500 		 3438 		 a 			 1
graph500-02.txt 		 500 		 1092 		 a 			 1
graph500-02.txt 		 500 		 20716 		 a 			 1
graph500-02.txt 		 500 		 1855 		 a 			 1
graph500-02.txt 		 500 		 29782 		 a 			 1
graph500-02.txt 		 500 		 25851 		 a 			 1
graph500-02.txt 		 500 		 18841 		 a 			 1
graph500-02.txt 		 500 		 9046 		 a 			 1
graph500-02.txt 		 500 		 13206 		 a 			 1
graph500-02.txt 		 500 		 29901 		 a 			 1
graph500-02.txt 		 500 		 29537 		 a 			 1
graph500-02.txt 		 500 		 8539 		 a 			 1
graph500-02.txt 		 500 		 12839 		 a 			 1
graph500-02.txt 		 500 		 30415 		 a 			 1
graph500-02.txt 		 500 		 19603 		 a 			 1
graph500-02.txt 		 500 		 26520 		 a 			 1
graph500-02.txt 		 500 		 29064 		 a 			 1
graph500-02.txt 		 500 		 21348 		 a 			 1
graph500-02.txt 		 500 		 1544 		 a 			 1
graph500-02.txt 		 500 		 21621 		 a 			 1
graph500-02.txt 		 500 		 31817 		 a 			 1
graph500-02.txt 		 500 		 27743 		 a 			 1
graph500-02.txt 		 500 		 9907 		 a 			 1
graph500-02.txt 		 500 		 21344 		 a 			 1
graph500-02.txt 		 500 		 26710 		 a 			 1
graph500-02.txt 		 500 		 17352 		 a 			 1
