INSTANCE 				 NODES 		 SEED 		 METHOD 	 DSIZE 
frb30-15-1.txt 		 450 		 1402 		 a 			 1
frb30-15-1.txt 		 450 		 12679 		 a 			 1
frb30-15-1.txt 		 450 		 22438 		 a 			 1
frb30-15-1.txt 		 450 		 3075 		 a 			 1
frb30-15-1.txt 		 450 		 16483 		 a 			 1
frb30-15-1.txt 		 450 		 22361 		 a 			 1
frb30-15-1.txt 		 450 		 15509 		 a 			 1
frb30-15-1.txt 		 450 		 11233 		 a 			 1
frb30-15-1.txt 		 450 		 2461 		 a 			 1
frb30-15-1.txt 		 450 		 22920 		 a 			 1
frb30-15-1.txt 		 450 		 5552 		 a 			 1
frb30-15-1.txt 		 450 		 10875 		 a 			 1
frb30-15-1.txt 		 450 		 4999 		 a 			 1
frb30-15-1.txt 		 450 		 8919 		 a 			 1
frb30-15-1.txt 		 450 		 1150 		 a 			 1
frb30-15-1.txt 		 450 		 14694 		 a 			 1
frb30-15-1.txt 		 450 		 492 		 a 			 1
frb30-15-1.txt 		 450 		 26755 		 a 			 1
frb30-15-1.txt 		 450 		 7918 		 a 			 1
frb30-15-1.txt 		 450 		 25552 		 a 			 1
frb30-15-1.txt 		 450 		 16278 		 a 			 1
