INSTANCE 				 NODES 		 SEED 		 METHOD 	 DSIZE 
hamming-8-4.txt 		 256 		 648 		 g 			 1
hamming-8-4.txt 		 256 		 25122 		 g 			 1
hamming-8-4.txt 		 256 		 22115 		 g 			 1
hamming-8-4.txt 		 256 		 12131 		 g 			 1
hamming-8-4.txt 		 256 		 16330 		 g 			 1
hamming-8-4.txt 		 256 		 1636 		 g 			 1
hamming-8-4.txt 		 256 		 26030 		 g 			 1
hamming-8-4.txt 		 256 		 16688 		 g 			 1
hamming-8-4.txt 		 256 		 2587 		 g 			 1
hamming-8-4.txt 		 256 		 13063 		 g 			 1
hamming-8-4.txt 		 256 		 12688 		 g 			 1
hamming-8-4.txt 		 256 		 17088 		 g 			 1
hamming-8-4.txt 		 256 		 7738 		 g 			 1
hamming-8-4.txt 		 256 		 4121 		 g 			 1
hamming-8-4.txt 		 256 		 7072 		 g 			 1
hamming-8-4.txt 		 256 		 26956 		 g 			 1
hamming-8-4.txt 		 256 		 14212 		 g 			 1
hamming-8-4.txt 		 256 		 30480 		 g 			 1
hamming-8-4.txt 		 256 		 5494 		 g 			 1
hamming-8-4.txt 		 256 		 13895 		 g 			 1
hamming-8-4.txt 		 256 		 4906 		 g 			 1
hamming-8-4.txt 		 256 		 24165 		 g 			 1
hamming-8-4.txt 		 256 		 23154 		 g 			 1
hamming-8-4.txt 		 256 		 19818 		 g 			 1
hamming-8-4.txt 		 256 		 7214 		 g 			 1
hamming-8-4.txt 		 256 		 20521 		 g 			 1
hamming-8-4.txt 		 256 		 23402 		 g 			 1
hamming-8-4.txt 		 256 		 19264 		 g 			 1
hamming-8-4.txt 		 256 		 9996 		 g 			 1
hamming-8-4.txt 		 256 		 21936 		 g 			 1
hamming-8-4.txt 		 256 		 22896 		 g 			 1
hamming-8-4.txt 		 256 		 4227 		 g 			 1
hamming-8-4.txt 		 256 		 17952 		 g 			 1
hamming-8-4.txt 		 256 		 5473 		 g 			 1
hamming-8-4.txt 		 256 		 26585 		 g 			 1
hamming-8-4.txt 		 256 		 13428 		 g 			 1
hamming-8-4.txt 		 256 		 18483 		 g 			 1
hamming-8-4.txt 		 256 		 13546 		 g 			 1
hamming-8-4.txt 		 256 		 3548 		 g 			 1
hamming-8-4.txt 		 256 		 13214 		 g 			 1
hamming-8-4.txt 		 256 		 7629 		 g 			 1
hamming-8-4.txt 		 256 		 8509 		 g 			 1
hamming-8-4.txt 		 256 		 24738 		 g 			 1
hamming-8-4.txt 		 256 		 32080 		 g 			 1
hamming-8-4.txt 		 256 		 18541 		 g 			 1
hamming-8-4.txt 		 256 		 7514 		 g 			 1
hamming-8-4.txt 		 256 		 10857 		 g 			 1
hamming-8-4.txt 		 256 		 3575 		 g 			 1
hamming-8-4.txt 		 256 		 5706 		 g 			 1
hamming-8-4.txt 		 256 		 9334 		 g 			 1
hamming-8-4.txt 		 256 		 22763 		 a 			 1
hamming-8-4.txt 		 256 		 1829 		 a 			 1
hamming-8-4.txt 		 256 		 15363 		 a 			 1
hamming-8-4.txt 		 256 		 7660 		 a 			 1
hamming-8-4.txt 		 256 		 14592 		 a 			 1
hamming-8-4.txt 		 256 		 28533 		 a 			 1
hamming-8-4.txt 		 256 		 17871 		 a 			 1
hamming-8-4.txt 		 256 		 25421 		 a 			 1
hamming-8-4.txt 		 256 		 11734 		 a 			 1
hamming-8-4.txt 		 256 		 27982 		 a 			 1
hamming-8-4.txt 		 256 		 21512 		 a 			 1
hamming-8-4.txt 		 256 		 6072 		 a 			 1
hamming-8-4.txt 		 256 		 2232 		 a 			 1
hamming-8-4.txt 		 256 		 1933 		 a 			 1
hamming-8-4.txt 		 256 		 28581 		 a 			 1
hamming-8-4.txt 		 256 		 27210 		 a 			 1
hamming-8-4.txt 		 256 		 23521 		 a 			 1
hamming-8-4.txt 		 256 		 24914 		 a 			 1
hamming-8-4.txt 		 256 		 29899 		 a 			 1
hamming-8-4.txt 		 256 		 30931 		 a 			 1
hamming-8-4.txt 		 256 		 6248 		 a 			 1
hamming-8-4.txt 		 256 		 4847 		 a 			 1
hamming-8-4.txt 		 256 		 19279 		 a 			 1
hamming-8-4.txt 		 256 		 30144 		 a 			 1
hamming-8-4.txt 		 256 		 25572 		 a 			 1
hamming-8-4.txt 		 256 		 17783 		 a 			 1
hamming-8-4.txt 		 256 		 22930 		 a 			 1
hamming-8-4.txt 		 256 		 9288 		 a 			 1
hamming-8-4.txt 		 256 		 6564 		 a 			 1
hamming-8-4.txt 		 256 		 3075 		 a 			 1
hamming-8-4.txt 		 256 		 15943 		 a 			 1
hamming-8-4.txt 		 256 		 21752 		 a 			 1
hamming-8-4.txt 		 256 		 5521 		 a 			 1
hamming-8-4.txt 		 256 		 13947 		 a 			 1
hamming-8-4.txt 		 256 		 2205 		 a 			 1
hamming-8-4.txt 		 256 		 18724 		 a 			 1
hamming-8-4.txt 		 256 		 3063 		 a 			 1
hamming-8-4.txt 		 256 		 21062 		 a 			 1
hamming-8-4.txt 		 256 		 18164 		 a 			 1
hamming-8-4.txt 		 256 		 26507 		 a 			 1
hamming-8-4.txt 		 256 		 12443 		 a 			 1
hamming-8-4.txt 		 256 		 18269 		 a 			 1
hamming-8-4.txt 		 256 		 65 		 a 			 1
hamming-8-4.txt 		 256 		 250 		 a 			 1
hamming-8-4.txt 		 256 		 21346 		 a 			 1
hamming-8-4.txt 		 256 		 7576 		 a 			 1
hamming-8-4.txt 		 256 		 1841 		 a 			 1
